"","Site","DateTime","Discharge","NO3","fDOM","SpCond","Turb","day"
"6242","CARI",2018-08-04 20:45:00,277.956,23.2,NA,89.2993333333333,-3.51566666666667,2018-08-04
"6243","CARI",2018-08-04 21:00:00,278.066666666667,23.1,NA,89.2443333333333,-3.30733333333333,2018-08-04
"6244","CARI",2018-08-04 21:15:00,281.054666666667,23,NA,89.5223333333333,-2.31533333333333,2018-08-04
"6245","CARI",2018-08-04 21:30:00,286.578666666667,23,NA,89.5906666666667,-3.082,2018-08-04
"6246","CARI",2018-08-04 21:45:00,300.312,23,NA,88.7756666666667,-3.021,2018-08-04
"6247","CARI",2018-08-04 22:00:00,296.409333333333,22.7,NA,88.599,-2.77866666666667,2018-08-04
"6248","CARI",2018-08-04 22:15:00,298.496,22.7,NA,89.0633333333333,-2.60566666666667,2018-08-04
"6249","CARI",2018-08-04 22:30:00,309.09,22.6,NA,89.262,-2.54866666666667,2018-08-04
"6250","CARI",2018-08-04 22:45:00,306.813333333333,22.7,NA,89.238,-2.62466666666667,2018-08-04
"6251","CARI",2018-08-04 23:00:00,315.708,22.7,NA,89.0496666666667,-2.74533333333333,2018-08-04
"6252","CARI",2018-08-04 23:15:00,321.786666666667,22.6,NA,88.9583333333333,-2.67333333333333,2018-08-04
"6253","CARI",2018-08-04 23:30:00,324.169333333333,22.6,NA,88.8486666666667,-2.42766666666667,2018-08-04
"6254","CARI",2018-08-04 23:45:00,326.219333333333,22.5,NA,88.5283333333333,-2.13433333333333,2018-08-04
"6255","CARI",2018-08-05 00:00:00,329.302666666667,22.5,NA,88.1866666666667,-1.92433333333333,2018-08-05
"6256","CARI",2018-08-05 00:15:00,342.966,22.3,NA,88.085,-1.756,2018-08-05
"6257","CARI",2018-08-05 00:30:00,350.435333333333,22.4,NA,88.0823333333333,-1.68366666666667,2018-08-05
"6258","CARI",2018-08-05 00:45:00,353.242,22.4,NA,87.9656666666667,-1.64066666666667,2018-08-05
"6259","CARI",2018-08-05 01:00:00,354.654666666667,22.4,NA,87.7,23.605,2018-08-05
"6260","CARI",2018-08-05 01:15:00,359.018666666667,22.4,NA,87.4576666666667,36.1906666666667,2018-08-05
"6261","CARI",2018-08-05 01:30:00,352.733333333333,22.4,NA,87.262,16.6636666666667,2018-08-05
"6262","CARI",2018-08-05 01:45:00,360.82,22.3,NA,87.0043333333333,250.024666666667,2018-08-05
"6263","CARI",2018-08-05 02:00:00,361.064666666667,22.4,NA,86.6243333333333,-0.114333333333333,2018-08-05
"6264","CARI",2018-08-05 02:15:00,363.918666666667,22.4,NA,86.3093333333333,0.117,2018-08-05
"6265","CARI",2018-08-05 02:30:00,371.284,22.3,NA,86.055,0.0533333333333333,2018-08-05
"6266","CARI",2018-08-05 02:45:00,370.638666666667,22.2,NA,85.9276666666667,-0.446666666666667,2018-08-05
"6267","CARI",2018-08-05 03:00:00,367.740666666667,22.1,NA,85.8376666666667,-1.14333333333333,2018-08-05
"6268","CARI",2018-08-05 03:15:00,365.964,22.1,NA,85.707,-0.847,2018-08-05
"6269","CARI",2018-08-05 03:30:00,361.162666666667,22,NA,85.5523333333333,-0.528333333333333,2018-08-05
"6270","CARI",2018-08-05 03:45:00,366.425333333333,22,NA,85.3953333333333,-1.09066666666667,2018-08-05
"6271","CARI",2018-08-05 04:00:00,351.32,21.9,NA,85.2273333333333,-0.88,2018-08-05
"6272","CARI",2018-08-05 04:15:00,365.158666666667,21.8,NA,85.065,-0.698,2018-08-05
"6273","CARI",2018-08-05 04:30:00,360.530666666667,21.7,NA,84.94,-0.880666666666667,2018-08-05
"6274","CARI",2018-08-05 04:45:00,368.544,21.5,NA,84.8566666666667,-1.04633333333333,2018-08-05
"6275","CARI",2018-08-05 05:00:00,361.080666666667,21.4,NA,84.7573333333333,-0.943333333333333,2018-08-05
"6276","CARI",2018-08-05 05:15:00,360.485333333333,21.4,NA,84.6803333333333,-0.968666666666667,2018-08-05
"6277","CARI",2018-08-05 05:30:00,367.649333333333,21.3,NA,84.607,-0.913333333333333,2018-08-05
"6278","CARI",2018-08-05 05:45:00,352.445333333333,21.2,NA,84.5603333333333,-0.840666666666667,2018-08-05
"6279","CARI",2018-08-05 06:00:00,355.597333333333,21.2,NA,84.5073333333333,-0.855,2018-08-05
"6280","CARI",2018-08-05 06:15:00,352.226,21.1,NA,84.494,-1.11166666666667,2018-08-05
"6281","CARI",2018-08-05 06:30:00,346.474,21.1,NA,84.4613333333333,-1.19833333333333,2018-08-05
"6282","CARI",2018-08-05 06:45:00,347.454666666667,21,42.0233333333333,84.4526666666667,-1.26466666666667,2018-08-05
"6283","CARI",2018-08-05 07:00:00,357.696666666667,21,42.114,84.4773333333333,-1.30766666666667,2018-08-05
"6284","CARI",2018-08-05 07:15:00,351.080666666667,21,42.3053333333333,84.5013333333333,-1.39366666666667,2018-08-05
"6285","CARI",2018-08-05 07:30:00,348.938666666667,21,42.5073333333333,84.504,-1.453,2018-08-05
"6286","CARI",2018-08-05 07:45:00,347.386,20.9,42.6426666666667,84.5366666666667,-1.44166666666667,2018-08-05
"6287","CARI",2018-08-05 08:00:00,353.046666666667,21,42.7333333333333,84.561,-1.45433333333333,2018-08-05
"6288","CARI",2018-08-05 08:15:00,358.984,20.9,43.0053333333333,84.596,-1.50166666666667,2018-08-05
"6289","CARI",2018-08-05 08:30:00,353.672,20.9,42.9753333333333,84.6573333333333,-1.374,2018-08-05
"6290","CARI",2018-08-05 08:45:00,350.792666666667,21,42.6,84.7,-1.788,2018-08-05
"6291","CARI",2018-08-05 09:00:00,346.768,20.9,42.9106666666667,84.7483333333333,-1.585,2018-08-05
"6292","CARI",2018-08-05 09:15:00,357.120666666667,21,43.052,84.792,-0.819333333333333,2018-08-05
"6293","CARI",2018-08-05 09:30:00,345.772666666667,21,42.8373333333333,84.8316666666667,-1.88233333333333,2018-08-05
"6294","CARI",2018-08-05 09:45:00,350.047333333333,21,41.2673333333333,84.8733333333333,-1.71066666666667,2018-08-05
"6295","CARI",2018-08-05 10:00:00,342.953333333333,21.1,NA,84.9006666666667,-2.337,2018-08-05
"6296","CARI",2018-08-05 10:15:00,349.075333333333,21.1,NA,84.943,-2.696,2018-08-05
"6297","CARI",2018-08-05 10:30:00,348.672666666667,21.1,NA,84.987,-2.308,2018-08-05
"6298","CARI",2018-08-05 10:45:00,340.637333333333,21.1,NA,85.0363333333333,-2.57566666666667,2018-08-05
"6299","CARI",2018-08-05 11:00:00,346.956666666667,21.2,NA,85.0593333333333,-2.86633333333333,2018-08-05
"6300","CARI",2018-08-05 11:15:00,343.41,21.2,NA,85.0913333333333,-2.91033333333333,2018-08-05
"6301","CARI",2018-08-05 11:30:00,343.352,21.2,NA,85.1633333333333,-2.93666666666667,2018-08-05
"6302","CARI",2018-08-05 11:45:00,337.603333333333,21.3,NA,85.2163333333333,-2.982,2018-08-05
"6303","CARI",2018-08-05 12:00:00,338.224666666667,21.3,NA,85.256,-2.97666666666667,2018-08-05
"6304","CARI",2018-08-05 12:15:00,344.856666666667,21.3,NA,85.292,-2.06333333333333,2018-08-05
"6305","CARI",2018-08-05 12:30:00,340.880666666667,21.4,NA,85.346,-2.17566666666667,2018-08-05
"6306","CARI",2018-08-05 12:45:00,338.188,21.4,NA,85.4116666666667,-2.21866666666667,2018-08-05
"6307","CARI",2018-08-05 13:00:00,340.069333333333,21.5,NA,85.4836666666667,-1.73366666666667,2018-08-05
"6308","CARI",2018-08-05 13:15:00,336.724666666667,21.5,NA,85.5576666666667,-2.27833333333333,2018-08-05
"6309","CARI",2018-08-05 13:30:00,338.005333333333,21.5,NA,85.6033333333333,-2.31,2018-08-05
"6310","CARI",2018-08-05 13:45:00,336.226666666667,21.6,NA,85.6326666666667,-2.315,2018-08-05
"6311","CARI",2018-08-05 14:00:00,338.547333333333,21.6,NA,85.6673333333333,-2.29866666666667,2018-08-05
"6312","CARI",2018-08-05 14:15:00,342.136666666667,21.6,NA,85.7076666666667,-2.083,2018-08-05
