"","datetimeAK","site.ID","fDOM","SPC","Turb","NO3","ABS_254","Q"
"9204",2015-08-18 10:45:00,"FRCH",103.527476792874,83.7,11.45,17.0474956346075,0.3852,259.080432420549
"9205",2015-08-18 11:00:00,"FRCH",103.335158760941,83.8,11.04,17.1034636303011,0.384933333333333,258.655916122279
"9206",2015-08-18 11:15:00,"FRCH",103.249498683541,83.8,11.3,17.0816982986425,0.3843,260.0361284935
"9207",2015-08-18 11:30:00,"FRCH",103.039774182026,83.9,11.13,17.0599329669838,0.3844,260.003868185588
"9208",2015-08-18 11:45:00,"FRCH",103.038090350641,83.9,11.1,17.1469942936185,0.384466666666667,261.029691038986
"9209",2015-08-18 12:00:00,"FRCH",102.804119940934,83.9,11.37,17.1376662943362,0.3844,264.327738513183
"9210",2015-08-18 12:15:00,"FRCH",102.562534351318,84,11.53,17.165650292183,0.3842,263.38732125263
"9211",2015-08-18 12:30:00,"FRCH",102.36055915049,84,12.02,17.1843062907476,0.384866666666667,260.363697403177
"9212",2015-08-18 12:45:00,"FRCH",102.327925806416,84.1,11.59,17.2029622893122,0.385166666666667,261.716820999747
"9213",2015-08-18 13:00:00,"FRCH",102.209452220855,84.1,11.65,17.2216182878767,0.384933333333333,261.757819303078
"9214",2015-08-18 13:15:00,"FRCH",102.096269131298,84.1,11.55,17.1874156238417,0.3845,262.866335564778
"9215",2015-08-18 13:30:00,"FRCH",101.907926414185,84.1,11.13,17.199852956218,0.384366666666667,264.695654442152
"9216",2015-08-18 13:45:00,"FRCH",101.798200591844,84.2,11.33,17.2216182878767,0.384233333333333,264.383912734992
"9217",2015-08-18 14:00:00,"FRCH",101.744559836139,84.2,11.49,17.2060716224062,0.384666666666667,266.239901620292
"9218",2015-08-18 14:15:00,"FRCH",101.616110883737,84.2,11.69,17.2744769504762,NA,266.296017492648
"9219",2015-08-18 14:30:00,"FRCH",101.60261114183,84.3,11.42,17.2744769504762,0.384633333333333,268.569268959703
"9220",2015-08-18 14:45:00,"FRCH",101.494168874371,84.3,11.26,17.2806956166645,0.385066666666667,266.806777703255
"9221",2015-08-18 15:00:00,"FRCH",101.521458907965,84.3,11.12,17.2744769504762,0.385166666666667,270.229992592396
"9222",2015-08-18 15:15:00,"FRCH",101.480307851176,84.4,11.11,17.265148951194,0.385566666666667,270.845974926455
"9223",2015-08-18 15:30:00,"FRCH",101.506431087423,84.4,11.66,17.2496022857236,0.3861,269.614321261874
"9224",2015-08-18 15:45:00,"FRCH",101.57690316727,84.4,10.97,17.2216182878767,0.386833333333333,274.365743155209
"9225",2015-08-18 16:00:00,"FRCH",101.649416244106,84.4,11.5,17.2091809555003,0.388066666666667,274.170267263356
"9226",2015-08-18 16:15:00,"FRCH",101.774046387285,84.5,10.95,17.2153996216885,0.389533333333333,275.546415761194
"9227",2015-08-18 16:30:00,"FRCH",101.831360477317,84.5,11.03,17.134556961242,0.3906,278.573220612614
"9228",2015-08-18 16:45:00,"FRCH",101.806694313774,84.5,10.54,17.1469942936185,0.391933333333333,281.825848100256
"9229",2015-08-18 17:00:00,"FRCH",101.840228356689,84.5,10.62,17.0879169648306,0.393766666666667,285.514824337607
"9230",2015-08-18 17:15:00,"FRCH",101.899310934576,84.5,10.18,17.0972449641129,0.396566666666667,284.119629706404
"9231",2015-08-18 17:30:00,"FRCH",102.118037942738,84.5,10.76,17.0599329669838,0.400933333333333,283.12489754518
"9232",2015-08-18 17:45:00,"FRCH",102.198646877047,84.6,10.41,17.0506049677015,0.404266666666667,284.926704791558
"9233",2015-08-18 18:00:00,"FRCH",102.305332230352,84.6,10.02,17.0164023036666,0.407266666666667,290.005103292529
"9234",2015-08-18 18:15:00,"FRCH",102.223758903657,84.6,10.58,17.0195116367606,0.4095,290.969445861232
"9235",2015-08-18 18:30:00,"FRCH",102.335919921399,84.6,10.28,17.0350583022311,0.4103,291.138597188433
"9236",2015-08-18 18:45:00,"FRCH",102.459302920047,84.6,10.45,17.0070743043843,0.413133333333333,292.56437070153
"9237",2015-08-18 19:00:00,"FRCH",102.624621334687,84.6,10.41,16.9697623072552,0.4152,294.462790299471
"9238",2015-08-18 19:00:00,"FRCH",102.624621334687,84.6,10.41,16.9697623072552,0.4152,294.462790299471
"9239",2015-08-18 19:15:00,"FRCH",102.601548327331,84.6,10.61,16.9200129777496,0.416433333333333,297.566953245072
"9240",2015-08-18 19:30:00,"FRCH",102.668280714192,84.6,10.24,16.9262316439378,0.4193,302.865547265195
"9241",2015-08-18 19:45:00,"FRCH",102.817131186246,84.6,10.21,16.9386689763142,0.422533333333333,306.089864738803
"9242",2015-08-18 20:00:00,"FRCH",102.827065935995,84.6,9.78,16.9262316439378,0.424966666666667,313.024937076921
"9243",2015-08-18 20:15:00,"FRCH",102.95122108052,84.6,10.56,16.8671543151501,0.427933333333333,312.34189299792
"9244",2015-08-18 20:30:00,"FRCH",102.844429126699,84.6,10.17,16.9324503101261,0.431166666666667,317.806037406755
"9245",2015-08-18 20:45:00,"FRCH",103.029163788614,84.6,9.98,16.8391703173033,0.436433333333333,325.609834617866
"9246",2015-08-18 21:00:00,"FRCH",103.326798479618,84.6,10.38,16.8236236518328,0.440033333333333,331.036879408013
"9247",2015-08-18 21:15:00,"FRCH",103.5360167728,84.6,10.15,16.8174049856446,0.444333333333333,333.7429482357
"9248",2015-08-18 21:30:00,"FRCH",103.599470865476,84.6,10.22,16.7365623251982,0.4498,342.940970736112
"9249",2015-08-18 21:45:00,"FRCH",103.823906142617,84.6,9.84,16.7054689942572,0.4538,352.901389118157
"9250",2015-08-18 22:00:00,"FRCH",104.067018617569,84.6,10.04,16.7863116547037,0.4586,362.270308397425
"9251",2015-08-18 22:15:00,"FRCH",104.143841729744,84.6,10.2,16.6837036625986,0.461966666666667,367.197283513686
"9252",2015-08-18 22:30:00,"FRCH",104.337780202046,84.6,9.95,16.6495009985635,0.464666666666667,374.767217765584
"9253",2015-08-18 22:45:00,"FRCH",104.371940118043,84.6,10.08,16.6712663302222,0.467266666666667,386.412424698671
"9254",2015-08-18 23:00:00,"FRCH",104.628058352842,84.6,10.57,16.665047664034,0.471533333333333,397.358630644137
"9255",2015-08-18 23:15:00,"FRCH",104.880739744403,84.5,10.54,16.6184076676226,0.475466666666667,412.823499667603
"9256",2015-08-18 23:30:00,"FRCH",105.029480455342,84.5,10.42,16.6774849964104,0.478,417.392845210966
"9257",2015-08-18 23:45:00,"FRCH",105.337853322842,84.5,10.39,16.6774849964104,0.4831,429.915925813964
"9258",2015-08-19 00:00:00,"FRCH",105.499974010716,84.4,11.32,16.6277356669049,0.487566666666667,440.656108531515
"9259",2015-08-19 00:15:00,"FRCH",105.546269844509,84.2,11.17,16.6121890014344,0.493066666666667,452.495619275669
"9260",2015-08-19 00:30:00,"FRCH",105.726086840328,84.2,10.85,16.6215170007167,0.4979,461.384446837231
"9261",2015-08-19 00:45:00,"FRCH",106.111201959535,84.1,11.75,16.5686583381172,0.501966666666667,474.577475789629
"9262",2015-08-19 01:00:00,"FRCH",106.498076802907,84.1,11.24,16.5468930064585,0.5063,488.956448927502
"9263",2015-08-19 01:15:00,"FRCH",106.703406607621,84.1,12.36,16.630844999999,0.510866666666667,512.478529732206
"9264",2015-08-19 01:30:00,"FRCH",106.825525476661,84,12.17,16.6463916654695,0.514533333333333,534.464557612926
"9265",2015-08-19 01:45:00,"FRCH",106.908225605967,84,13.5,16.7085783273514,0.518466666666667,552.481654514466
"9266",2015-08-19 02:00:00,"FRCH",107.205766363586,83.9,13.66,16.7427809913863,0.524166666666667,571.833614148894
"9267",2015-08-19 02:15:00,"FRCH",107.725184633596,83.8,13.74,16.7396716582923,0.530566666666667,594.737852495007
"9268",2015-08-19 02:30:00,"FRCH",108.079719029964,83.7,13.61,16.8205143187387,0.536033333333333,614.589689377138
"9269",2015-08-19 02:45:00,"FRCH",108.665756870961,83.7,14.61,16.7769836554214,0.542866666666667,635.106838501937
"9270",2015-08-19 03:00:00,"FRCH",109.431964470524,83.6,13.44,16.7738743223273,0.5497,650.535840025512
"9271",2015-08-19 03:15:00,"FRCH",109.979115819798,83.6,14.41,16.79874898708,0.555033333333333,677.583025928629
"9272",2015-08-19 03:30:00,"FRCH",110.637592030187,83.6,14.93,16.7894209877977,0.563466666666667,684.487272105684
"9273",2015-08-19 03:45:00,"FRCH",111.325182957235,83.5,15.69,16.8453889834914,0.5718,703.269507026878
"9274",2015-08-19 04:00:00,"FRCH",112.064776695904,83.4,13.73,16.7769836554214,0.579866666666667,713.763449587292
