"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","year"
"1",0.504240196521147,0.390242580784999,0.542492278236359,"FRCH","storm1","06","13","NO3",-0.1362,-0.1371,-0.1353,"06","13","2020"
"2",-0.440750109451767,-0.499335181852085,-0.398644419581327,"FRCH","storm1","06","13","fDOM",0.3996,0.3994,0.3999,"06","13","2020"
"3",-0.351324763903463,-0.481636935991605,-0.345225603357817,"FRCH","storm1","06","13","SPC",-0.0583,-0.0586,-0.0581,"06","13","2020"
"4",0.0230388821240122,-0.0134944368837,0.0720399684836332,"FRCH","storm1","06","13","turb",0.1904,0.1686,0.2089,"06","13","2020"
"5",0.800443968156759,0.765309246785077,0.867575015309239,"FRCH","storm2","06","18","NO3",-0.3607,-0.3771,-0.3453,"06","18","2020"
"6",-0.450083959699344,-0.530105549336321,-0.434311530465376,"FRCH","storm2","06","18","fDOM",0.6821,0.6798,0.684,"06","18","2020"
"7",0.70860927152316,0.698675496688742,0.818708609271497,"FRCH","storm2","06","18","SPC",-0.8214,-0.8377,-0.8084,"06","18","2020"
"8",-0.0520433017591302,-0.0765629228687389,-0.0253585926928256,"FRCH","storm2","06","18","turb",0.0761,0.0646,0.0917,"06","18","2020"
"9",0.49823538003375,0.49823538003375,0.798950965178457,"FRCH","storm3a","06","20","NO3",-0.0746,-0.1625,-0.045,"06","20","2020"
"10",-0.293178973717149,-0.372330647684606,-0.261655193992492,"FRCH","storm3a","06","20","fDOM",0.7193,0.7187,0.7199,"06","20","2020"
"11",0.74416282642089,0.617281105990783,0.802265745007677,"FRCH","storm3a","06","20","SPC",-0.9734,-0.9749,-0.9725,"06","20","2020"
"12",0.0939887619612786,0.0468599324975893,0.195957505007048,"FRCH","storm3a","06","20","turb",0.1739,0.1655,0.1844,"06","20","2020"
"13",-0.757544852778714,-0.820556470183625,-0.54083733922368,"FRCH","storm3b","06","21","NO3",0.0151,-0.0715,0.0721,"06","21","2020"
"14",0.284898670365735,0.160008627397911,0.425178468721454,"FRCH","storm3b","06","21","fDOM",-0.0026,-0.0034,-0.0018,"06","21","2020"
"15",-0.0160256410256375,-0.159798534798535,0.0451007326007301,"FRCH","storm3b","06","21","SPC",-0.4555,-0.4601,-0.4518,"06","21","2020"
"16",0.399492960646539,0.344368517231616,0.467415643579646,"FRCH","storm3b","06","21","turb",-0.1279,-0.1952,-0.074,"06","21","2020"
"17",0.0586574654955684,-0.101631116687624,0.0919071518192361,"FRCH","storm3c","06","26","NO3",0.0188,-0.0918,0.1107,"06","26","2020"
"18",0.261148026579138,0.179769433992472,0.303058201905374,"FRCH","storm3c","06","26","fDOM",NA,NA,NA,"06","26","2020"
"19",-0.597804391217567,-0.713572854291414,-0.44311377245509,"FRCH","storm3c","06","26","SPC",NA,NA,NA,"06","26","2020"
"20",-0.346669340200092,-0.429788087297901,-0.109375659588839,"FRCH","storm3c","06","26","turb",NA,NA,NA,"06","26","2020"
"21",0.498264906843444,0.486705596572892,0.498264906843444,"FRCH","storm4a","07","07","NO3",-0.1432,-0.2704,-0.1005,"07","07","2020"
"22",-0.652593304214753,-0.668271540119979,-0.627188082976803,"FRCH","storm4a","07","07","fDOM",0.2983,0.298,0.2985,"07","07","2020"
"23",0.60896130346232,0.567973523421589,0.648167006109978,"FRCH","storm4a","07","07","SPC",-0.1242,-0.1251,-0.1238,"07","07","2020"
"24",0.24656357388316,0.206835135361663,0.28233714828003,"FRCH","storm4a","07","07","turb",0.1241,0.1118,0.1361,"07","07","2020"
"25",-0.215051808762039,-0.401108889292851,-0.0772586802399804,"FRCH","storm4b","07","09","NO3",0.3373,0.3038,0.3564,"07","09","2020"
"26",0.0467068796869901,-0.0708754483208349,0.0951255298337133,"FRCH","storm4b","07","09","fDOM",-0.2738,-0.2795,-0.2662,"07","09","2020"
"27",-0.524720893141948,-0.688995215311009,-0.454545454545457,"FRCH","storm4b","07","09","SPC",0.1085,0.1005,0.1132,"07","09","2020"
"28",-0.0127850998342676,-0.0450832609896608,0.0430510614789673,"FRCH","storm4b","07","09","turb",0.0097,-0.0189,0.0391,"07","09","2020"
"29",-0.0318212843659367,-0.0518301222627039,-0.0222990060897484,"FRCH","storm5","07","15","NO3",-1e-04,-0.0011,8e-04,"07","15","2020"
"30",-0.356780275561995,-0.42929659173315,-0.238488034807836,"FRCH","storm5","07","15","fDOM",0.0076,0.0071,0.008,"07","15","2020"
"31",-0.245138888888897,-0.427777777777774,-0.0451388888888887,"FRCH","storm5","07","15","SPC",NA,NA,NA,"07","15","2020"
"32",-0.376636125654453,-0.481184554973822,-0.266279450261781,"FRCH","storm5","07","15","turb",0.0314,-0.0171,0.0871,"07","15","2020"
"33",0.648185894822648,0.419792091316755,0.778944150020406,"FRCH","storm6","07","18","NO3",-0.2114,-0.2318,-0.19,"07","18","2020"
"34",-0.704325883201152,-0.708940158615718,-0.679091564527759,"FRCH","storm6","07","18","fDOM",0.3713,0.3655,0.3769,"07","18","2020"
"35",0.247058823529428,0.144117647058803,0.285294117647058,"FRCH","storm6","07","18","SPC",-0.6591,-0.7159,-0.6364,"07","18","2020"
"36",-0.133801652892561,-0.201129476584021,-0.0953443526170792,"FRCH","storm6","07","18","turb",0.1309,0.0726,0.1627,"07","18","2020"
"37",0.388525067306986,0.269978352615876,0.433093211089276,"FRCH","storm7","07","20","NO3",-0.0503,-0.0541,-0.0403,"07","20","2020"
"38",-0.555015557452432,-0.608874631715175,-0.326159236721095,"FRCH","storm7","07","20","fDOM",-2e-04,-9e-04,4e-04,"07","20","2020"
"39",0.169976171564732,0.0591739475774447,0.409054805401115,"FRCH","storm7","07","20","SPC",-0.116,-0.1166,-0.1155,"07","20","2020"
"40",0.147419323860635,0.00614050963459884,0.254946572949255,"FRCH","storm7","07","20","turb",0.3158,0.2818,0.3541,"07","20","2020"
"41",-0.129832065906208,-0.149239543726224,-0.104483523447409,"FRCH","storm8","07","26","NO3",-0.1996,-0.2146,-0.1851,"07","26","2020"
"42",-0.201157998693119,-0.247831769038851,-0.0981941309255125,"FRCH","storm8","07","26","fDOM",0.2775,0.2737,0.2812,"07","26","2020"
"43",0.186458333333341,0.123932291666668,0.210416666666662,"FRCH","storm8","07","26","SPC",-0.5207,-0.5372,-0.5041,"07","26","2020"
"44",0.108670155178638,0.0872992601948789,0.119113136051968,"FRCH","storm8","07","26","turb",0.0221,0.0063,0.0324,"07","26","2020"
"45",0.821672504378276,0.817994746059534,0.838616462346761,"FRCH","storm9a","08","01","NO3",-0.2788,-0.2874,-0.2699,"08","01","2020"
"46",-0.451918176342491,-0.468632720196451,-0.444377519343927,"FRCH","storm9a","08","01","fDOM",0.3724,0.3705,0.3743,"08","01","2020"
"47",0.75384615384612,0.735897435897427,0.787179487179483,"FRCH","storm9a","08","01","SPC",-0.4495,-0.4697,-0.4343,"08","01","2020"
"48",-0.0314233546121037,-0.0607838764530425,-0.000466924985363545,"FRCH","storm9a","08","01","turb",0.0935,0.0831,0.1196,"08","01","2020"
"49",-0.0682759269715835,-0.416431394692263,0.135140222096747,"FRCH","storm9b","08","02","NO3",4e-04,-9e-04,0.0019,"08","02","2020"
"50",-0.528762603492092,-0.575723419952455,-0.468511763259283,"FRCH","storm9b","08","02","fDOM",-0.0085,-0.0094,-0.0073,"08","02","2020"
"51",0.0214860577197628,-0.556710775047255,0.336483931947065,"FRCH","storm9b","08","02","SPC",-0.0156,-0.0162,-0.0153,"08","02","2020"
"52",0.00887126583554605,-0.00799001982593453,0.0381313216169905,"FRCH","storm9b","08","02","turb",0.1296,0.1122,0.1458,"08","02","2020"
"53",0.498239969128273,0.458701091549649,0.581462165079025,"FRCH","storm10a","08","09","NO3",-0.0574,-0.0591,-0.0531,"08","09","2020"
"54",-0.241325827205881,-0.378362438725489,-0.173303462009804,"FRCH","storm10a","08","09","fDOM",0.0046,0.0031,0.0058,"08","09","2020"
"55",0.623803827751198,0.598684210526318,0.653508771929824,"FRCH","storm10a","08","09","SPC",-0.8612,-0.8644,-0.8581,"08","09","2020"
