"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","year"
"1",-0.343385358602748,-0.359903381642511,-0.292642140468227,"FRCH","storm1","05","31","NO3",0.0168,0.0163,0.0173,"05","31","2019"
"2",-0.322953998934797,-0.337891324878045,-0.296292618766622,"FRCH","storm1","05","31","fDOM",0.4926,0.4924,0.4929,"05","31","2019"
"3",0.513423539518894,0.493127147766316,0.535652920962192,"FRCH","storm1","05","31","SPC",-0.9076,-0.9089,-0.9065,"05","31","2019"
"4",-0.177764134961358,-0.229875896479502,-0.108734603010315,"FRCH","storm1","05","31","turb",0.3498,0.3261,0.4078,"05","31","2019"
"5",-0.40330542627816,-0.429707523944422,-0.34733955551059,"FRCH","storm1","05","31","abs",NA,NA,NA,NA,NA,"2019"
"6",0.636451301832258,0.379942140790778,0.6759884281582,"FRCH","storm2","06","15","NO3",-0.5634,-0.586,-0.5434,"06","15","2019"
"7",-0.407278187458094,-0.412221094097466,-0.397174671956475,"FRCH","storm2","06","15","fDOM",0.8565,0.8553,0.8576,"06","15","2019"
"8",0.592105263157976,0.507177033492883,0.681818181818266,"FRCH","storm2","06","15","SPC",-0.5364,-0.5591,-0.5227,"06","15","2019"
"9",0.0376331897528902,-0.0728859669009286,0.0892087961913403,"FRCH","storm2","06","15","turb",0.505,0.4904,0.5196,"06","15","2019"
"10",-0.415138853120861,-0.42087341012226,-0.40982201110444,"FRCH","storm2","06","15","abs",NA,NA,NA,NA,NA,"2019"
"11",0.235388567758555,0.213856775851005,0.312138728323697,"FRCH","storm3","06","18","NO3",-0.5794,-0.6082,-0.5541,"06","18","2019"
"12",-0.586624327450128,-0.65245530961864,-0.493390606991524,"FRCH","storm3","06","18","fDOM",0.2138,0.2134,0.2142,"06","18","2019"
"13",0.657894736842163,0.598684210526317,0.66644736842107,"FRCH","storm3","06","18","SPC",-0.0421,-0.0432,-0.0411,"06","18","2019"
"14",-0.165801708292788,-0.216888312249974,-0.0773597145637365,"FRCH","storm3","06","18","turb",0,0,0,"06","18","2019"
