"","site.ID","Q","datetimeAK","fDOM","SPC","Turb","NO3","ABS_254"
"8540","MOOS",817.061655602537,2022-08-05 22:45:00,136.519169721802,134.063636363636,5.21636363636364,21.161409030605,0.298675
"8541","MOOS",813.103062101171,2022-08-05 23:00:00,136.678403002322,134.127272727273,5.36363636363636,21.1466966411204,0.299275
"8542","MOOS",825.918196725426,2022-08-05 23:15:00,136.688182027953,134.190909090909,5.66,21.1430185437492,0.300325
"8543","MOOS",834.570392685573,2022-08-05 23:30:00,136.588056305234,134.227272727273,5.68181818181818,21.1945119069456,0.301975
"8544","MOOS",844.649044607302,2022-08-05 23:45:00,136.516759980013,134.163636363636,5.90727272727273,21.1908338095744,0.303475
"8545","MOOS",850.588914948136,2022-08-06 00:00:00,136.287645560686,134.181818181818,6.32909090909091,21.2570395622555,0.3041
"8546","MOOS",861.825522792038,2022-08-06 00:15:00,136.214841709296,134.254545454545,6.49909090909091,21.2607176596267,0.30385
"8547","MOOS",868.173291422816,2022-08-06 00:30:00,136.059909177146,134.245454545455,6.94272727272727,21.2386490753997,0.303575
"8548","MOOS",866.080337575811,2022-08-06 00:45:00,135.815680044661,134.290909090909,7.08363636363636,21.1209499595221,0.3043
"8549","MOOS",886.187347164102,2022-08-06 01:00:00,135.650140943193,134.281818181818,7.69454545454545,21.139340446378,0.306225
"8550","MOOS",900.773077180959,2022-08-06 01:15:00,135.045153845045,134.354545454545,8.98818181818182,21.1650871279762,0.309425
"8551","MOOS",906.224657627114,2022-08-06 01:30:00,135.042190950258,134.436363636364,9.44636363636364,21.1503747384915,0.310125
"8552","MOOS",929.613466369637,2022-08-06 01:45:00,135.151682184817,134.536363636364,9.49909090909091,21.1135937647798,0.311075
"8553","MOOS",948.642515622726,2022-08-06 02:00:00,134.485465619324,134.572727272727,10.5472727272727,21.161409030605,0.3141
"8554","MOOS",957.25392175389,2022-08-06 02:15:00,134.643468493131,134.636363636364,10.5445454545455,21.1062375700375,0.313075
"8555","MOOS",978.258269740075,2022-08-06 02:30:00,134.249564671739,134.627272727273,11.3554545454545,21.1319842516357,0.315175
"8556","MOOS",996.65927389667,2022-08-06 02:45:00,133.818069393288,134.654545454545,12.9390909090909,21.1135937647798,0.318375
"8557","MOOS",1019.18184644966,2022-08-06 03:00:00,133.565738571594,134.627272727273,14.0309090909091,21.1062375700375,0.32115
"8558","MOOS",1037.45010248436,2022-08-06 03:15:00,134.333718463676,134.590909090909,13.1845454545455,21.1466966411204,0.321225
"8559","MOOS",1055.14369956665,2022-08-06 03:30:00,134.439310658159,134.636363636364,14.3118181818182,20.9885384541599,0.323625
"8560","MOOS",1076.43382499727,2022-08-06 03:45:00,134.504236078155,134.545454545455,14.95,20.9664698699329,0.324975
"8561","MOOS",1087.5770293771,2022-08-06 04:00:00,134.615414092767,134.472727272727,16.4509090909091,20.9112984093653,0.326625
"8562","MOOS",1103.72623749954,2022-08-06 04:15:00,134.653826997728,134.445454545455,15.5209090909091,20.8929079225094,0.3283
"8563","MOOS",1121.85672246146,2022-08-06 04:30:00,134.652412273041,134.363636363636,16.6954545454545,20.8009554882301,0.3314
"8564","MOOS",1132.68978821072,2022-08-06 04:45:00,134.24470278324,134.281818181818,NA,20.7273935408067,0.33285
"8565","MOOS",1141.02516996509,2022-08-06 05:00:00,134.314254520907,134.172727272727,17.7809090909091,20.7090030539508,0.336275
"8566","MOOS",1158.43411057331,2022-08-06 05:15:00,133.852323298544,134.063636363636,18.5309090909091,20.6133725223003,0.340875
"8567","MOOS",1169.48379803579,2022-08-06 05:30:00,133.25039840641,134.018181818182,20.3454545454545,20.4993515037939,0.3447
"8568","MOOS",1180.07252082884,2022-08-06 05:45:00,133.040255153753,133.918181818182,19.6263636363636,20.3890085826588,0.34715
"8569","MOOS",1190.83430338181,2022-08-06 06:00:00,132.841715120164,133.809090909091,21.6545454545455,20.2786656615236,0.348325
"8570","MOOS",1203.34886052832,2022-08-06 06:15:00,132.094813025675,133.745454545455,22.1054545454545,20.2014256167289,0.35065
"8571","MOOS",1209.26457378595,2022-08-06 06:30:00,131.815111016663,133.672727272727,22.9036363636364,20.1683227403884,0.3527
"8572","MOOS",1218.28942245567,2022-08-06 06:45:00,131.267027502665,133.627272727273,22.4736363636364,20.0653360139955,0.35495
"8573","MOOS",1230.27489987851,2022-08-06 07:00:00,130.785349198067,133.572727272727,24.0281818181818,19.9697054823451,0.35615
"8574","MOOS",1239.51003397731,2022-08-06 07:15:00,130.342085561885,133.518181818182,25.5072727272727,20.0028083586856,0.356825
"8575","MOOS",1245.58771849766,2022-08-06 07:30:00,130.015526797688,133.454545454545,25.3890909090909,19.9292464112622,0.35835
