"","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","doy","date","TimeSinceChena"
"1","FRCH","2022","storm1","NO3",0.516452371216314,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,58.65625
"2","FRCH","2022","storm2","NO3",0.872452902729737,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,84.4895833333321
"3","FRCH","2022","storm3","NO3",0.616500369549158,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,124.489583333332
"4","FRCH","2022","storm4","NO3",0.675197889182056,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,129.614583333332
"5","FRCH","2022","storm1","fDOM",-0.680252710804198,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,58.65625
"6","FRCH","2022","storm2","fDOM",-0.47207051025552,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,84.4895833333321
"7","FRCH","2022","storm3","fDOM",-0.537336849256256,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,124.489583333332
"8","FRCH","2022","storm4","fDOM",-0.464553536784393,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,129.614583333332
"9","FRCH","2022","storm1","SPC",0.68515283842795,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,58.65625
"10","FRCH","2022","storm2","SPC",-0.191823899371085,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,84.4895833333321
"11","FRCH","2022","storm3","SPC",0.881400208986417,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,124.489583333332
"12","FRCH","2022","storm4","SPC",0.873200442967918,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,129.614583333332
"13","FRCH","2022","storm1","turb",0.0487927096443384,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,58.65625
"14","FRCH","2022","storm2","turb",-0.165209400757406,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,84.4895833333321
"15","FRCH","2022","storm3","turb",-0.250629614790222,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,124.489583333332
"16","FRCH","2022","storm4","turb",-0.40845866126393,5.461,NA,16.637,50.927,153.925,261.614583333333,2022-09-19,129.614583333332
"17","FRCH","2022","storm1","abs",-0.666316593392617,3.937,NA,6.096,19.812,43.053,190.65625,2022-07-10,58.65625
"18","FRCH","2022","storm2","abs",-0.449428142329018,13.716,NA,14.605,57.15,73.914,216.489583333333,2022-08-05,84.4895833333321
"19","FRCH","2022","storm3","abs",-0.616334999528435,5.588,NA,21.717,51.689,146.051,256.489583333333,2022-09-14,124.489583333332
